amount,hour,transactions_last_24h,device_changed,location_changed,account_age_days,failed_attempts,previous_fraud_count,merchant_risk,is_new_payee,fraud
1169.66,1,9,0,0,1042,0,0,7,0,1
2055.24,8,2,0,0,1484,1,0,3,0,0
865.87,21,4,0,1,294,1,0,5,1,1
697.01,1,3,0,0,967,0,0,9,1,0
929.12,14,4,0,0,1839,0,0,4,0,0
1088.51,10,5,0,0,2407,0,0,7,1,0
192.42,22,1,0,1,1738,1,0,7,0,0
1739.85,12,0,0,0,247,0,0,9,0,0
698.54,13,6,0,1,1626,0,0,9,1,1
3872.03,17,1,0,0,459,0,0,5,0,0
1980.4,19,3,0,0,2395,0,1,5,0,0
3533.58,12,0,0,0,1124,1,0,9,0,0
399.01,17,4,0,0,979,0,0,4,0,0
756.43,19,2,0,0,1749,0,0,1,0,0
316.57,12,4,0,0,1417,0,0,2,0,0
541.75,17,4,0,0,909,0,0,8,0,0
3835.69,8,4,0,0,2263,0,0,2,0,0
4853.67,8,5,0,0,1583,0,0,3,0,0
347.88,0,2,0,0,1826,1,1,4,0,0
693.48,16,3,1,0,1235,1,0,3,0,1
1016.18,6,4,1,0,1610,0,0,8,0,0
1969.64,19,3,0,0,2458,0,0,8,1,0
188.71,22,4,0,0,1646,0,0,8,1,1
220.74,21,3,0,0,950,0,0,6,0,0
1789.38,6,3,0,0,686,1,0,4,0,0
156.17,15,3,0,0,2204,1,0,10,0,0
701.49,18,3,0,0,246,1,0,3,1,1
1289.61,12,2,0,0,1873,0,0,3,0,0
1661.82,12,1,0,0,102,1,1,8,0,0
951.73,10,2,0,0,244,1,1,5,0,0
760.7,7,1,0,0,1659,0,0,10,0,0
2551.84,13,4,0,0,952,0,0,8,0,0
1458.56,23,5,0,0,1212,0,0,5,1,1
574.2,5,1,0,0,1856,0,0,5,0,0
1138.79,1,9,0,0,2216,1,1,4,0,0
1608.68,1,4,0,0,1654,1,0,3,0,0
6113.39,13,2,0,0,67,0,0,5,0,0
2407.45,6,2,0,0,717,0,0,4,1,0
3694.34,11,2,0,0,1584,4,0,9,0,0
595.49,22,4,0,0,1224,1,0,3,1,1
649.25,1,7,0,0,437,0,0,1,0,0
866.64,4,3,1,0,2232,0,0,3,0,0
949.97,5,3,0,0,1119,0,0,2,0,0
400.2,10,1,0,0,2032,0,0,7,0,0
3889.1,16,2,0,1,2118,0,0,2,0,0
2652.75,4,1,0,0,770,1,0,7,0,0
807.81,2,3,1,0,988,0,0,10,0,0
2083.3,2,2,0,0,1744,2,0,9,1,1
1370.46,19,4,0,0,1279,0,0,6,0,0
2252.57,0,1,0,0,1914,0,0,9,0,0
285.91,15,4,0,0,1934,0,0,3,0,0
947.99,13,4,0,0,513,0,0,5,0,0
1034.8,2,3,0,0,47,0,0,6,1,0
2046.0,13,4,0,0,1348,0,0,1,0,0
584.97,6,2,0,0,17,0,0,5,0,0
90.02,12,2,0,0,2030,0,0,3,0,0
371.78,3,1,0,0,1929,0,0,5,0,0
1031.69,16,4,0,0,1861,0,0,7,0,0
1168.98,19,2,0,0,1007,0,0,6,1,0
5906.14,0,5,1,0,769,0,0,8,0,0
1964.02,12,4,0,0,2116,0,0,10,1,0
1189.79,15,6,1,0,2162,0,0,8,0,0
1061.68,0,1,0,0,2028,0,0,1,0,0
3308.28,17,2,0,0,1092,0,0,8,0,0
607.83,13,4,0,0,1883,0,0,5,0,0
953.1,7,4,0,0,43,2,0,1,0,0
368.98,11,3,0,0,2425,0,0,4,0,0
4531.94,16,5,0,0,100,0,0,2,0,0
1623.76,15,3,0,0,1305,2,0,5,1,1
540.49,18,5,0,0,2480,2,0,2,0,0
978.03,0,1,0,0,399,0,0,6,0,0
1825.58,18,5,1,0,2039,0,0,10,0,0
853.44,0,2,0,0,931,0,1,5,0,0
642.6,15,1,0,0,840,0,0,9,0,0
570.05,8,6,0,0,2213,1,0,8,0,0
1539.11,1,0,0,0,2280,0,0,7,0,0
766.59,16,0,0,0,1653,0,0,8,0,0
696.62,13,7,0,0,514,0,0,2,0,0
288.28,15,2,0,0,1500,0,1,8,0,0
1185.17,9,4,0,0,1321,0,0,9,0,0
914.87,6,6,0,0,144,1,0,5,0,0
795.01,14,5,0,0,1485,0,0,4,1,0
1337.79,5,2,0,0,1758,1,0,1,0,0
2316.94,19,2,1,0,843,0,0,4,0,0
2211.81,16,1,0,0,1683,1,0,10,0,0
1905.94,23,2,0,0,49,0,0,5,0,0
862.06,0,5,0,0,1968,0,0,10,0,0
622.04,14,5,0,0,2215,0,0,9,0,0
386.1,13,4,1,0,1897,1,0,4,0,0
605.98,20,5,0,0,2296,0,0,2,0,0
1118.4,10,2,0,0,1045,0,0,7,0,0
499.55,22,2,0,0,2450,0,0,10,1,0
1207.2,5,2,0,0,295,0,0,8,0,0
417.61,20,3,0,0,1286,0,0,2,0,0
208.31,12,2,0,0,635,0,0,2,0,0
2488.43,22,2,0,0,10,0,0,1,0,0
682.38,5,3,0,0,707,0,0,5,0,0
474.83,6,3,0,0,230,0,0,2,1,0
367.29,13,1,1,0,2388,0,0,10,1,0
1674.11,13,2,0,0,822,0,0,3,0,0
4336.87,3,2,0,0,859,1,0,2,0,0
732.84,15,4,0,1,2325,1,0,10,1,0
883.98,9,4,0,1,307,0,0,6,0,0
3202.32,3,4,1,0,1032,0,0,6,1,1
179.39,12,3,1,1,2408,1,0,3,0,0
7839.02,16,2,0,0,2485,0,0,3,0,0
12633.41,0,1,0,0,1853,2,0,7,0,0
73.23,22,2,0,0,795,0,0,5,0,0
994.76,14,3,0,0,881,0,0,4,0,0
534.35,6,4,0,0,111,0,0,1,0,0
841.54,18,6,0,0,17,1,0,2,0,0
721.7,20,5,0,0,66,0,0,5,0,0
2469.47,22,2,0,0,11,1,0,4,1,0
979.88,18,4,0,0,1672,0,0,5,0,0
441.02,4,1,0,1,1145,0,0,6,0,0
923.17,3,5,0,0,821,0,0,9,0,0
1834.97,5,2,0,0,2160,0,1,2,0,0
335.72,21,4,0,0,164,0,0,2,0,0
211.4,7,5,0,0,1628,0,0,3,0,0
8044.49,7,3,0,0,585,0,0,3,0,0
576.84,21,3,0,0,108,0,0,3,0,0
955.89,4,2,0,0,1274,0,0,10,0,0
736.72,9,2,0,0,396,0,0,7,0,0
1897.11,7,4,0,0,1098,0,0,1,1,0
6456.16,7,2,1,0,1815,0,0,4,1,0
1958.5,14,4,0,0,1478,2,0,5,0,0
240.24,17,4,0,0,1109,0,0,7,0,0
274.75,6,2,0,0,544,0,1,10,0,0
735.86,0,5,0,0,1783,0,0,5,0,0
838.63,15,2,0,0,909,1,0,1,1,0
195.99,13,2,0,0,2256,0,0,5,0,0
2488.26,15,2,0,0,1951,1,0,7,1,0
370.07,10,2,0,0,1833,1,0,8,1,0
4881.96,18,3,1,0,1519,0,0,1,0,0
6772.55,14,4,0,0,1640,0,0,5,0,0
855.55,18,6,1,0,1261,1,0,1,1,0
1701.0,17,4,0,0,2111,1,0,1,0,0
319.91,11,3,0,0,2004,0,0,9,1,0
2046.07,7,3,1,0,1104,0,0,9,0,0
666.35,13,5,0,0,1318,0,0,10,1,0
369.73,15,5,1,0,1617,1,0,2,0,0
821.12,13,2,0,1,1307,0,0,7,0,0
688.32,12,3,0,0,2037,0,0,6,0,0
792.22,8,3,0,0,1725,1,0,1,0,0
2834.67,3,3,1,0,2157,0,0,9,0,0
500.04,10,2,0,0,1494,1,0,5,0,0
6216.88,21,4,0,0,932,0,0,3,0,0
291.47,17,1,0,0,346,0,0,9,0,0
5516.12,18,4,0,0,840,0,0,10,0,0
396.82,17,3,0,0,2110,0,0,3,0,0
1095.52,22,4,0,0,537,0,0,4,0,0
671.69,5,2,0,0,352,0,0,6,0,0
777.65,17,1,0,0,2167,1,0,7,0,0
2443.92,1,0,0,0,1806,0,0,7,0,0
4913.92,5,4,0,0,1445,1,0,9,0,0
3606.61,0,3,0,0,2105,0,0,2,1,0
731.53,10,3,0,0,1427,1,0,1,0,0
1318.51,3,4,0,0,638,1,0,2,1,0
501.66,9,2,0,0,604,0,0,6,0,0
406.85,3,3,0,0,955,0,0,10,0,0
348.52,0,0,0,0,884,0,0,6,1,1
707.99,11,5,1,0,599,0,1,10,0,0
1407.55,9,2,0,0,197,1,1,9,0,0
162.1,10,3,0,0,30,0,0,2,0,0
1046.96,8,5,0,0,792,0,0,2,1,0
4994.16,9,2,0,0,1760,0,1,1,1,0
3367.45,0,4,0,0,2432,0,0,5,0,0
610.83,11,1,0,0,405,0,0,9,0,0
271.27,20,1,0,0,1525,1,0,1,0,0
1736.85,3,3,0,0,1977,0,0,3,0,0
108.05,3,2,0,0,1698,0,0,8,0,0
3328.09,18,4,0,0,1674,0,0,9,0,0
885.73,12,5,0,0,1535,0,0,10,0,0
6845.18,6,3,0,0,2134,0,0,3,0,0
195.01,18,2,0,0,1638,0,0,1,0,0
2746.67,7,3,0,0,2486,0,0,10,0,0
991.77,14,4,0,0,2273,1,0,3,0,0
787.57,13,3,0,0,2071,0,0,5,1,0
278.71,4,3,0,0,2316,0,0,7,0,0
1989.72,18,3,0,0,785,0,0,8,1,0
2156.27,14,2,0,0,107,0,0,5,0,0
6536.31,5,1,0,0,609,0,0,8,0,0
3005.05,18,7,0,0,671,0,0,5,0,0
605.53,14,7,1,0,1778,2,0,4,0,1
401.87,20,3,0,0,435,0,0,3,0,0
279.08,19,3,0,1,2222,1,1,6,0,0
4784.92,7,5,0,0,2271,1,0,3,0,0
503.62,22,3,1,0,1004,0,1,2,1,0
4818.56,0,1,0,0,1987,0,0,5,0,0
1853.95,8,0,0,0,1093,2,0,2,0,0
1525.23,14,5,0,0,2322,0,0,1,0,0
806.85,12,3,1,0,932,0,0,10,0,1
2123.19,5,2,1,0,96,1,0,2,0,0
1079.8,4,6,0,0,80,1,0,4,0,0
758.08,18,5,0,0,1514,0,0,2,0,0
2199.54,21,2,0,0,1491,1,0,9,1,0
949.59,16,2,0,0,122,2,1,9,0,1
493.57,12,3,0,0,1934,0,0,4,0,0
1997.85,18,4,0,0,431,0,0,9,0,0
1028.66,5,2,0,0,2270,0,0,1,0,0
1788.1,23,3,0,0,2048,1,0,3,0,0
696.55,2,4,0,0,1727,0,0,1,0,0
327.3,14,1,0,0,1566,2,0,3,0,0
6217.19,8,3,0,0,1529,0,0,10,0,0
5149.28,21,4,0,0,1335,0,0,1,1,0
2653.9,5,3,0,0,276,0,0,3,0,0
744.11,15,2,0,0,69,0,0,3,1,0
812.15,3,2,0,0,2008,0,0,7,1,0
4369.17,4,3,0,0,707,1,0,6,1,0
769.83,9,5,0,0,2430,1,0,3,0,0
582.57,19,0,0,0,891,0,0,6,0,0
7131.2,6,2,0,0,1278,1,0,3,0,0
1045.58,16,0,0,0,1066,0,0,10,0,0
6428.04,13,5,0,0,1243,1,0,1,0,0
270.86,23,1,0,0,314,0,0,9,0,0
1841.22,7,0,0,0,246,0,0,8,0,0
8700.04,5,1,0,0,612,0,0,5,1,0
1129.75,21,4,1,0,804,1,0,2,0,0
842.18,7,3,0,0,1678,1,0,7,0,0
341.12,5,2,0,0,2246,1,0,2,0,0
3236.81,19,3,0,0,1571,0,0,1,0,0
507.69,19,2,0,0,1915,0,0,3,1,0
997.44,1,5,0,0,884,0,0,10,0,0
319.1,20,3,0,0,1503,0,0,10,0,0
5202.5,15,4,0,0,882,0,0,9,0,0
3480.34,6,5,0,0,208,0,0,1,0,0
1062.54,12,3,0,0,2051,0,0,5,0,0
345.8,5,1,0,0,2316,0,0,5,0,0
5094.45,4,6,1,0,700,0,0,8,0,1
760.57,3,6,0,0,1169,2,0,4,0,0
363.14,3,5,0,0,164,1,0,9,1,0
188.27,13,1,0,0,423,0,0,8,0,0
574.81,19,3,0,0,801,0,0,9,1,0
256.05,11,5,0,0,1396,0,0,4,0,0
588.27,0,1,0,0,383,2,1,2,0,0
2308.63,10,2,0,1,1986,0,1,7,0,1
753.4,17,1,0,0,702,0,1,6,0,0
1565.08,20,0,0,0,2115,0,0,3,1,0
532.01,17,2,0,0,791,0,0,9,0,0
1170.48,8,4,0,0,1328,0,0,2,0,0
7486.83,15,3,0,0,498,0,0,5,1,0
773.96,1,3,0,0,2454,1,0,4,0,0
1610.71,9,0,0,0,740,0,0,6,0,0
229.17,12,6,0,0,138,0,0,5,0,0
5014.59,0,5,0,0,1575,0,0,7,0,0
680.48,0,0,0,0,953,0,0,2,0,0
3135.47,19,5,0,0,1422,0,1,3,1,1
969.54,5,5,0,0,2046,0,0,7,1,0
2021.47,3,2,0,0,159,0,0,9,0,0
2145.25,14,2,0,0,2084,0,0,7,0,0
697.54,6,3,0,0,732,1,0,5,0,0
3267.91,23,0,0,0,628,3,0,1,0,0
513.38,22,3,0,0,1132,1,0,7,0,0
2387.34,19,2,0,0,1111,0,0,1,0,0
742.33,7,3,0,0,68,0,0,7,1,0
1555.51,21,3,0,0,2085,1,0,2,0,0
690.91,6,1,0,0,2410,1,0,10,0,0
1152.83,5,3,0,0,1003,0,0,4,0,0
374.39,23,2,0,0,590,0,0,2,0,0
1404.67,16,2,0,0,502,1,0,7,0,0
1146.18,2,3,0,0,1606,1,0,4,0,0
638.96,21,3,0,0,966,0,0,6,1,0
1037.92,3,2,0,0,286,0,0,7,0,0
1253.89,16,5,0,0,2367,2,0,5,0,0
592.08,10,1,0,0,953,0,1,6,0,0
964.14,0,3,0,0,2298,0,0,2,0,0
401.2,18,4,0,0,53,2,0,3,0,0
11449.86,16,8,0,0,1553,0,0,5,0,0
3162.5,21,1,0,0,337,0,0,9,0,0
1441.0,14,3,0,0,282,2,0,6,0,0
3540.82,18,1,0,0,315,0,1,2,0,0
151.52,21,4,0,0,995,0,0,4,1,0
84.97,23,2,0,0,1568,0,0,7,0,0
735.62,13,0,0,0,1959,0,0,7,0,0
276.29,0,3,0,0,58,1,0,1,0,0
865.58,8,4,0,0,1533,0,0,5,1,0
1347.03,14,4,0,0,820,1,0,8,0,0
2752.91,2,3,1,0,39,0,0,7,0,0
351.33,2,3,0,0,465,2,0,6,0,0
1635.38,9,4,0,0,2363,0,0,10,0,0
1112.53,21,3,0,0,1676,0,0,2,0,0
1552.33,7,1,1,0,1856,1,0,9,0,1
652.12,22,2,0,0,100,0,0,7,0,0
4372.7,19,2,0,0,2492,1,0,1,0,0
988.8,7,4,0,0,1558,0,0,6,0,0
6465.15,5,8,0,0,1556,0,0,9,0,0
497.51,19,5,0,0,1472,0,0,1,1,0
2304.98,18,3,0,0,1531,1,0,6,0,0
1033.11,15,3,0,0,281,0,0,9,0,0
790.18,23,1,0,0,2181,0,0,2,0,0
2063.82,2,0,0,0,1744,1,0,9,0,0
813.08,9,5,0,0,388,2,0,3,0,0
76.56,14,2,0,0,530,0,0,4,0,0
51.27,1,4,1,0,1501,0,0,6,0,0
3914.42,23,4,0,0,233,0,0,10,0,0
3752.8,13,2,0,0,2150,2,0,5,1,0
7239.74,7,2,0,0,168,1,0,6,0,0
1077.58,5,5,0,0,1951,1,0,3,0,0
301.08,0,2,0,0,2426,1,0,6,0,0
720.84,14,3,0,0,927,0,0,1,0,0
1109.23,23,2,0,0,702,0,0,5,1,0
400.6,0,0,0,0,2405,1,0,8,0,0
5702.01,9,3,0,0,2131,2,1,6,0,0
10295.92,15,4,0,0,390,0,1,2,0,0
1769.2,10,1,0,0,1314,1,0,4,0,0
1084.78,15,3,0,0,1018,0,0,4,0,0
300.38,17,3,0,0,2139,0,0,3,0,0
5148.36,23,3,0,1,1877,0,0,8,1,0
1183.59,14,4,0,1,2001,0,0,8,0,0
821.26,17,5,0,0,1052,0,0,5,1,0
1774.32,7,4,0,0,653,0,0,9,0,0
610.51,3,2,0,0,1153,0,0,2,0,0
1270.13,2,3,0,0,1214,0,0,5,0,0
259.18,2,6,0,0,2117,0,0,4,0,0
3252.2,19,4,0,0,561,0,1,4,0,1
987.91,0,2,0,0,1726,0,0,6,0,0
3493.99,11,3,0,0,903,0,0,7,1,0
896.83,14,4,0,0,2345,0,0,3,0,0
957.0,16,4,0,0,2425,0,1,3,0,0
326.26,1,3,0,0,194,2,0,4,0,0
2344.33,20,2,0,0,982,0,0,4,0,0
456.76,10,6,0,0,1938,0,1,10,0,0
674.23,0,3,0,1,307,0,0,8,0,1
1097.78,3,2,0,1,603,0,0,5,1,0
1237.97,20,2,0,0,1323,0,1,6,0,0
199.12,22,3,0,0,1291,0,0,4,0,0
870.61,18,1,0,0,1785,0,0,10,1,0
2428.99,8,4,0,1,2281,0,0,7,0,0
751.19,22,3,0,0,828,0,1,7,0,0
875.91,6,4,0,0,917,0,0,1,0,0
1290.01,5,3,0,1,1155,0,0,10,0,0
966.85,18,4,0,0,2167,0,0,8,0,0
391.3,7,5,0,0,2038,0,0,5,0,0
1057.49,12,3,0,0,271,0,0,5,1,0
2963.34,15,7,0,1,773,2,0,6,0,0
383.3,3,5,0,0,2237,1,0,6,1,0
754.09,22,2,0,0,2171,1,0,5,0,0
275.44,3,5,0,0,1792,0,0,3,0,0
2811.24,23,2,0,0,1925,1,0,5,0,0
999.89,6,4,0,0,700,0,0,3,1,0
468.62,10,4,0,0,1897,1,0,8,0,0
1202.63,6,3,0,0,1525,0,0,5,1,0
329.11,12,1,0,0,2193,1,0,6,1,0
390.14,0,3,0,0,269,0,0,6,0,0
254.64,4,1,0,0,1537,1,0,8,1,1
377.37,12,3,0,0,1551,0,0,3,0,0
4261.33,16,5,0,0,1101,0,0,10,0,1
526.83,23,5,0,0,831,0,0,2,0,0
1748.0,20,2,0,0,2159,0,0,6,0,0
475.18,22,7,0,0,2450,1,0,1,0,0
2343.81,19,3,0,1,1484,0,0,6,1,0
393.04,18,6,0,0,1837,1,1,4,0,0
1140.51,8,1,0,0,770,1,0,8,1,1
1156.15,21,0,0,0,377,3,0,6,1,1
11246.42,23,5,1,0,560,0,0,6,0,1
2059.93,12,3,1,0,492,1,0,2,0,1
606.13,2,3,0,0,901,1,0,7,0,0
2175.58,1,3,0,0,2221,0,0,6,0,0
9303.77,11,3,0,0,1884,0,0,6,0,0
214.94,15,4,0,0,1145,1,0,1,0,0
472.25,13,5,0,0,534,0,0,4,1,0
865.32,21,10,0,0,2399,1,0,9,0,0
722.64,12,2,0,1,1674,0,0,6,0,0
786.23,15,1,0,0,2365,0,0,9,0,0
297.61,18,2,0,0,1063,0,0,9,0,0
4464.69,21,3,0,0,1417,1,0,2,0,0
264.38,14,4,0,0,403,0,0,3,0,0
897.66,13,5,0,1,514,0,0,8,0,0
3120.76,1,3,0,0,1607,1,0,8,1,1
1064.03,15,7,0,0,1539,0,0,7,0,0
411.83,4,0,0,0,2442,0,0,5,0,0
284.67,8,3,0,0,2467,0,0,8,0,0
871.31,12,4,0,0,79,0,0,9,0,0
514.38,1,3,0,0,2185,0,0,8,0,0
1346.46,16,2,0,0,1590,0,0,3,0,0
270.03,6,4,0,0,591,1,0,3,1,0
2472.63,12,2,0,0,384,0,0,9,1,0
1230.96,8,3,0,0,2246,0,0,7,0,0
1325.89,8,4,1,1,76,0,1,4,0,0
4633.54,9,3,0,1,1319,1,0,2,0,0
707.83,1,7,0,0,489,0,0,6,0,0
530.69,4,6,0,1,2417,2,0,8,0,0
634.12,18,4,0,0,360,0,0,2,0,0
904.58,2,2,0,0,1693,0,0,6,0,0
1001.28,11,2,0,0,682,0,1,2,1,0
477.85,3,7,0,0,738,0,0,4,0,0
145.03,12,5,0,0,1554,0,0,10,0,0
625.83,15,5,0,0,711,1,0,2,0,1
1571.56,11,2,0,0,2225,1,1,5,1,0
1256.72,18,5,0,0,1228,2,1,1,0,0
3639.33,6,2,0,0,189,1,0,4,0,0
7750.3,13,0,0,0,1276,0,0,4,0,0
2343.34,6,4,0,1,599,0,1,3,0,0
4370.01,12,1,0,0,2286,1,0,7,0,0
2360.84,1,3,0,0,54,0,0,5,0,0
6062.63,6,1,1,0,306,1,0,10,1,1
6980.35,16,0,0,0,1242,2,1,7,0,1
2838.88,18,5,0,0,700,0,1,9,0,1
2222.48,6,8,0,0,906,0,0,5,0,0
893.16,6,2,0,0,549,2,0,7,0,0
1052.23,7,4,0,0,2277,0,0,2,1,0
782.24,6,3,1,0,2,0,0,6,1,0
2041.12,23,3,1,0,316,0,0,8,0,1
533.6,15,1,0,0,2383,1,0,1,0,0
905.87,9,4,0,0,1232,0,1,4,0,0
104.05,11,3,0,0,2344,0,0,2,0,0
6143.13,12,3,0,1,2085,1,0,10,0,0
879.65,13,2,0,0,760,0,0,5,0,0
1729.49,9,3,0,0,1810,0,0,5,0,0
4711.62,23,9,0,0,368,0,0,10,0,0
1480.73,6,6,0,0,1532,2,0,9,0,0
4648.7,10,1,0,0,865,0,0,8,0,0
316.8,0,2,0,0,1712,0,0,2,0,0
12056.71,11,2,0,0,363,0,0,4,0,0
3252.28,20,1,0,1,2092,1,0,6,1,0
1351.81,23,5,0,0,673,0,0,8,0,0
4560.01,11,3,0,0,1161,1,0,1,0,0
340.82,3,4,0,0,2100,0,0,10,0,0
821.71,17,1,0,0,1199,0,0,3,0,0
4648.27,15,4,0,0,1327,1,0,10,0,0
169.51,23,1,0,0,296,1,0,6,0,0
1920.72,12,4,0,0,1780,0,0,9,0,0
1867.16,0,2,0,0,2423,0,0,7,1,0
7857.52,21,3,0,0,1839,0,0,4,0,0
225.21,16,6,0,0,2288,0,0,4,0,0
5484.22,19,6,0,1,2466,0,0,5,0,0
626.74,2,5,1,0,1673,0,0,9,0,1
701.34,10,2,0,1,2159,0,0,8,0,1
323.11,10,5,0,0,1297,1,1,10,0,0
369.5,6,3,1,0,882,1,0,9,0,0
1641.76,20,4,0,0,1438,0,1,5,1,1
360.56,4,3,0,0,2135,1,0,8,0,0
2299.13,1,4,1,0,437,0,1,4,0,0
565.12,5,2,0,0,1562,1,0,8,0,0
326.02,23,0,0,0,1729,1,0,5,0,0
646.9,2,1,0,0,1778,0,1,9,1,0
1535.65,13,5,0,0,1822,0,0,8,1,0
831.01,4,3,0,0,1633,0,0,7,0,0
1134.8,9,3,0,0,1534,1,0,6,0,0
2199.99,13,3,0,0,2321,0,0,3,0,0
3237.06,0,2,0,0,17,1,0,4,0,0
804.25,5,2,0,0,1131,1,0,4,0,0
385.98,14,5,0,0,189,0,0,7,0,0
1183.34,0,3,0,0,2204,2,0,7,1,0
1755.75,11,3,1,0,362,0,0,8,0,0
254.49,14,2,0,0,1926,0,0,6,0,0
450.06,5,3,1,0,1781,0,0,2,1,0
534.22,3,2,0,0,808,0,0,10,1,0
890.85,11,6,0,0,1066,0,0,8,0,0
512.33,17,5,0,0,511,0,0,2,0,0
2223.95,0,3,0,0,2028,0,0,4,0,0
220.27,8,2,0,0,1766,0,0,7,0,0
225.94,23,2,0,0,2409,0,0,5,0,0
785.34,8,3,0,0,1500,1,0,8,0,0
919.98,7,3,0,0,1292,0,0,8,0,0
256.05,17,2,0,0,2319,1,0,2,0,0
597.8,11,1,0,0,788,0,0,3,0,0
734.33,9,7,0,0,2200,1,0,1,0,0
740.04,18,3,0,0,1448,1,0,8,0,0
1276.51,0,4,0,0,1964,1,0,4,1,0
565.9,17,2,0,0,814,1,0,6,0,0
4807.04,9,5,0,0,1223,0,0,2,0,0
1786.84,21,3,0,0,983,0,0,2,0,0
489.26,17,6,1,0,1924,0,0,3,0,0
1205.33,22,5,0,0,172,0,0,9,0,0
1241.43,3,3,0,0,2372,0,0,10,0,0
3694.95,4,4,0,0,836,1,0,7,0,0
601.61,21,4,1,0,1001,1,0,10,1,0
2362.18,9,3,0,0,2434,1,0,1,0,0
1143.51,19,3,0,0,253,1,0,2,0,0
4873.49,16,3,0,0,1868,1,0,8,1,0
3987.39,11,1,0,0,245,1,0,9,1,0
1335.39,1,2,0,0,2339,1,0,2,0,0
843.63,1,4,0,0,705,0,0,10,0,0
1820.03,17,2,0,0,785,0,0,5,0,0
915.57,2,1,0,0,1902,0,0,10,1,1
5885.85,0,2,0,0,554,1,0,6,0,0
1186.15,5,3,0,0,232,0,0,7,0,0
730.96,21,4,0,0,179,0,0,3,0,0
692.55,15,1,0,0,2285,0,0,10,0,0
326.02,17,5,0,0,1396,0,0,7,0,0
1913.25,15,3,0,0,2387,0,0,6,0,0
482.99,13,3,0,0,2027,0,0,1,0,0
3288.37,6,3,0,0,917,1,0,7,0,0
300.99,10,3,0,0,2440,1,0,1,0,0
1245.44,13,1,0,0,2002,2,0,3,0,0
3464.15,23,6,0,0,519,0,0,8,0,0
127.45,21,5,0,0,399,0,0,1,0,0
8252.45,17,2,0,0,177,0,1,6,0,0
716.74,19,3,0,0,149,0,0,4,0,0
1262.81,19,1,0,0,1113,0,0,10,0,0
1941.95,16,1,1,0,1057,1,0,6,0,0
2266.81,19,2,0,0,992,0,0,3,0,0
1442.14,1,1,0,0,154,1,0,8,0,0
2973.17,0,3,0,0,1534,0,0,9,0,0
1842.85,10,1,0,0,131,0,0,2,1,0
6379.73,1,4,0,0,1448,0,0,2,0,0
1848.87,8,8,0,1,294,0,1,8,0,1
7821.53,4,5,0,0,1448,1,0,3,0,0
2700.19,22,5,0,1,742,1,0,6,0,0
180.23,15,5,0,0,2404,0,0,5,1,0
14929.62,1,3,0,0,366,0,0,1,0,0
617.49,14,1,0,0,2023,0,0,7,0,0
4892.92,17,4,0,0,1456,0,0,7,0,0
1126.41,7,5,0,0,1239,0,0,2,0,0
3168.74,21,1,0,1,2082,2,0,3,0,0
550.88,23,0,0,0,484,0,0,5,0,0
2050.31,23,3,0,1,2145,0,0,2,0,0
851.34,2,4,0,0,2095,1,0,3,0,0
5318.8,10,2,0,0,2190,0,0,8,1,0
1700.48,18,1,0,0,137,0,0,3,0,0
2795.99,10,5,0,0,1367,1,0,2,0,0
125.95,11,7,0,0,917,0,0,4,0,0
1006.69,7,2,0,0,625,0,0,7,0,0
1653.34,10,1,0,0,823,1,0,1,0,0
1371.44,16,1,0,0,1415,0,1,8,0,1
2867.39,0,7,0,0,87,0,0,7,0,1
760.59,19,3,0,0,1582,0,0,2,0,0
1151.46,17,3,0,1,860,0,0,2,1,0
3573.24,3,1,0,0,1806,1,0,9,0,0
112.32,18,4,0,0,517,0,0,3,0,0
1977.03,12,3,1,0,1778,0,0,6,0,0
785.34,7,5,0,0,1591,0,0,10,0,0
440.4,10,2,0,0,483,0,0,9,0,0
1535.4,12,2,0,0,730,1,0,9,1,0
3742.28,5,1,0,1,645,0,1,6,0,0
3099.96,14,3,1,0,2312,0,0,2,0,1
958.04,15,4,0,0,1625,1,0,9,0,0
2632.64,8,2,0,0,1832,0,0,7,1,0
2612.51,11,4,0,0,223,0,0,3,0,0
1004.89,14,2,0,0,321,1,0,9,0,0
548.35,12,2,0,0,2497,0,0,1,0,0
581.01,10,1,0,0,1947,0,0,3,0,0
2534.76,22,3,0,0,1989,1,0,7,0,0
1051.37,21,2,0,0,2323,0,0,10,1,0
385.22,9,5,0,0,2108,0,0,1,0,0
203.39,17,7,0,0,121,0,0,7,1,0
2519.54,19,4,0,0,765,0,0,9,0,0
634.74,2,0,1,0,1014,0,0,3,0,0
1525.97,14,2,0,0,376,0,0,2,0,0
3788.43,19,2,0,0,2235,0,0,7,0,0
296.21,1,1,0,0,2333,0,0,5,0,0
1048.23,8,5,1,0,399,0,0,8,1,1
924.55,19,8,0,0,1907,0,0,3,0,0
1603.18,22,8,0,0,2034,0,0,4,0,0
3786.36,23,2,0,0,73,0,0,1,0,0
290.19,14,3,0,0,313,1,0,5,0,0
1938.75,1,1,0,0,2368,0,0,6,0,0
3076.43,0,1,0,0,626,0,0,7,0,0
910.16,19,7,0,0,2003,1,0,2,0,0
955.8,17,6,0,0,1649,0,0,7,0,0
1666.45,4,4,0,1,1349,0,0,2,0,1
1548.15,3,0,0,0,67,0,0,3,0,0
1963.24,3,3,0,0,1432,0,0,9,0,0
1922.31,21,2,0,0,1959,0,1,3,1,0
